Риск-балл;Уровень риска;Риск-флаги;VIN;Автосалон;Марка;Модель;Год выпуска;Пробег;Состояние;Ценовой сегмент;Цена продажи факт;МЦП;Отклонение от МЦП, ₽;% цены к МЦП;% цены к рынку;Срок публикации;Срок хранения;Количество звонков;Статус звонков;GM2, ₽;GM2, %;Оценщик;Менеджер по продажам;Контракт;% затрат к рынку оценка;Оценок по VIN;flag_multiple_evaluations
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";YV1TS595761429703;Avangard Приморский;Volvo;S80;2005;402000;Не указано;<1 млн ₽;200000.0;;;;37.0;0.0;4.0;;нет данных;65413.0;32.7;Симаньков Артем;Симаньков Артем;Trade-In на новый;81.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XW8ZZZ7PZBG004801;Avangard Приморский;Volkswagen;Touareg;2011;308489;D;1–2 млн ₽;1250000.0;;;;68.0;0.0;0.0;;нет данных;62503.0;5.0;Вырышев Максим;Кауров Андрей;Trade-In на БУ;78.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";KMHEU41AP9A608161;Avangard Приморский;Hyundai;Sonata;2008;168000;D;<1 млн ₽;400000.0;;;;67.0;0.0;1.0;;нет данных;62795.0;15.7;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;51.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";TMAJU81EDEJ536368;Avangard Приморский;Hyundai;ix35;2013;186722;D;<1 млн ₽;900000.0;;;;72.0;0.0;17.0;;нет данных;51011.0;5.7;Вырышев Максим;Вырышев Максим;Trade-In на новый;64.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";SALLAAAF4CA614788;Avangard Приморский;Land Rover;Discovery;2012;261164;Битый;<1 млн ₽;915000.0;;;;47.0;0.0;5.0;;нет данных;70837.0;7.7;Вырышев Максим;Вырышев Максим;Trade-In на новый;72.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";Z6F4XXEEC4HM30339;Avangard Приморский;Ford;Focus;2017;148910;D;<1 млн ₽;770000.0;;;;76.0;0.0;7.0;;нет данных;77197.0;10.0;Жиганов Василий;Жиганов Василий;Trade-In на новый;77.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XZGFF04A4LA501582;Avangard Приморский;Haval;H5;2020;177712;D;<1 млн ₽;925000.0;;;;60.0;0.0;1.0;;нет данных;87478.0;9.5;Вырышев Максим;Вырышев Максим;Trade-In на новый;68.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X7LASRBA656019603;Avangard Приморский;Renault;Kaptur;2016;313500;C;<1 млн ₽;953000.0;;;;65.0;0.0;15.0;;нет данных;166072.0;17.4;Бойцов Иван;Бойцов Иван;Trade-In на новый;56.00000000000001;1;False
10;Критический;"без публикации; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";WVWZZZ3CZ9E045783;Avangard Приморский;Volkswagen;Passat;2008;316234;D;<1 млн ₽;300000.0;;;;44.0;0.0;23.0;1.0;звонки были;70215.0;23.4;Жиганов Василий;Жиганов Василий;Trade-In;54.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XW8ZZZ5NZEG114385;Avangard Приморский;Volkswagen;Tiguan;2014;242419;D;<1 млн ₽;800000.0;;;;74.0;0.0;1.0;;нет данных;65258.0;8.2;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;67.0;1;False
